VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1641412900185	0.124646	-1.07106e-11	0.825145	0.999939	-2.22183e-10	-0.0110253	-1.30824e-10	img_Drone1_3_7_1641412900271785000.png;img_Drone1_3_0_1641412900271918000.png
Drone1	1641412900542	0.229791	-2.50386e-10	2.70889	1	-4.53376e-10	-0.000988194	-2.21955e-10	img_Drone1_3_7_1641412900626537000.png;img_Drone1_3_0_1641412900626651000.png
Drone1	1641412900962	0.355895	-1.48744e-09	5.53299	1	-7.26502e-10	-5.78656e-05	-3.35996e-10	img_Drone1_3_7_1641412901048834000.png;img_Drone1_3_0_1641412901048955000.png
Drone1	1641412901496	0.516442	-6.17556e-09	9.57017	1	-1.074e-09	-1.57149e-06	-4.94768e-10	img_Drone1_3_7_1641412901583936000.png;img_Drone1_3_0_1641412901584059000.png
Drone1	1641412901979	0.661531	-1.5191e-08	13.3892	1	-1.38832e-09	-1.00533e-07	-5.88695e-10	img_Drone1_3_7_1641412902067001000.png;img_Drone1_3_0_1641412902067124000.png
Drone1	1641412902459	0.761685	-2.5034e-08	16.0623	1	0	0	-6.40634e-10	img_Drone1_3_7_1641412902548443000.png;img_Drone1_3_0_1641412902548566000.png
Drone1	1641412903005	0.761685	-2.5034e-08	16.0623	1	0	0	-6.40634e-10	img_Drone1_3_7_1641412903096567000.png;img_Drone1_3_0_1641412903096684000.png
Drone1	1641412915641	0.402759	-1.15685e-10	-0.482348	0.999307	-1.40309e-10	0.0372357	-9.00504e-11	img_Drone1_3_7_1641412915800405000.png;img_Drone1_3_0_1641412915800527000.png
Drone1	1641412916055	0.80496	-6.8895e-10	-0.720678	0.998118	-2.74642e-10	0.0613274	-1.77368e-09	img_Drone1_3_7_1641412916249773000.png;img_Drone1_3_0_1641412916249896000.png
Drone1	1641412916688	1.06138	-2.94893e-09	-1.03037	0.999492	-7.78915e-10	0.0318774	-6.69143e-09	img_Drone1_3_7_1641412916905903000.png;img_Drone1_3_0_1641412916906087000.png
Drone1	1641412917120	1.07904	-6.82582e-09	-1.2035	0.999815	-1.2829e-09	0.019256	-1.12966e-08	img_Drone1_3_7_1641412917346022000.png;img_Drone1_3_0_1641412917346166000.png
Drone1	1641412917624	1.01126	-1.63834e-08	-1.38844	0.999945	-1.85894e-09	0.0105381	-1.4947e-08	img_Drone1_3_7_1641412917857105000.png;img_Drone1_3_0_1641412917857220000.png
Drone1	1641412918263	0.851085	-4.10194e-08	-1.61089	0.999988	-2.58003e-09	0.00489807	-1.95952e-08	img_Drone1_3_7_1641412918512446000.png;img_Drone1_3_0_1641412918512566000.png
Drone1	1641412918554	0.762823	-5.84391e-08	-1.70987	0.999994	-2.8872e-09	0.00347347	-2.00562e-08	img_Drone1_3_7_1641412918802434000.png;img_Drone1_3_0_1641412918802558000.png
Drone1	1641412919061	0.59623	-1.00257e-07	-1.88031	0.999998	-3.39826e-09	0.00194062	-1.87273e-08	img_Drone1_3_7_1641412919319327000.png;img_Drone1_3_0_1641412919319454000.png
Drone1	1641412919550	0.426912	-1.41791e-07	-1.9441	0.99994	8.13202e-09	-0.0109249	-1.73384e-08	img_Drone1_3_7_1641412919811927000.png;img_Drone1_3_0_1641412919812047000.png
Drone1	1641412920219	0.285808	-1.35412e-07	-2.48703	0.999878	4.99542e-09	-0.0156145	-1.5703e-08	img_Drone1_3_7_1641412920499410000.png;img_Drone1_3_0_1641412920499531000.png
Drone1	1641412920690	0.27062	-1.03127e-07	-2.95472	0.999949	3.08005e-09	-0.0100885	-1.52417e-08	img_Drone1_3_7_1641412920977008000.png;img_Drone1_3_0_1641412920977155000.png
Drone1	1641412921092	0.293451	-6.51698e-08	-3.35182	0.999986	1.43956e-09	-0.00525341	-1.43038e-08	img_Drone1_3_7_1641412921384678000.png;img_Drone1_3_0_1641412921384800000.png
Drone1	1641412921767	0.363333	5.78078e-09	-4.02077	1	-1.34955e-09	0.000981162	-1.41504e-08	img_Drone1_3_7_1641412922074311000.png;img_Drone1_3_0_1641412922074437000.png
Drone1	1641412922079	0.395892	3.60443e-08	-4.33148	0.999996	-2.65155e-09	0.00286519	-1.3656e-08	img_Drone1_3_7_1641412922405693000.png;img_Drone1_3_0_1641412922405819000.png
Drone1	1641412922547	0.433968	7.13459e-08	-4.79839	0.999991	-4.61971e-09	0.00434297	-1.05042e-08	img_Drone1_3_7_1641412922934927000.png;img_Drone1_3_0_1641412922935046000.png
Drone1	1641412923264	0.457481	8.44362e-08	-5.51326	0.999994	-7.66803e-09	0.00341888	-4.61466e-09	img_Drone1_3_7_1641412923642743000.png;img_Drone1_3_0_1641412923653088000.png
Drone1	1641412923765	0.45279	4.97337e-08	-6.01227	0.999999	-9.78758e-09	0.00171905	4.95476e-10	img_Drone1_3_7_1641412924158533000.png;img_Drone1_3_0_1641412924158654000.png
