VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1640953118600	-0.104277	7.46051e-08	0.531198	3.5777e-07	0.0179329	-6.99439e-09	0.999839	img_Drone1_0_0_1640953118678162000.png;img_Drone1_0_7_1640953118678286000.png
Drone1	1640953119434	-0.351384	2.56204e-07	5.42494	3.58118e-07	6.40323e-05	-2.50629e-09	1	img_Drone1_0_0_1640953119518149000.png;img_Drone1_0_7_1640953119518781000.png
Drone1	1640953120412	-0.645316	5.09703e-07	12.9585	3.58584e-07	1.05782e-07	-4.71798e-09	1	img_Drone1_0_0_1640953120501631000.png;img_Drone1_0_7_1640953120502272000.png
Drone1	1640953121681	-1.0259	9.72509e-07	23.1652	3.5901e-07	1.03959e-07	-7.61744e-09	1	img_Drone1_0_0_1640953121813778000.png;img_Drone1_0_7_1640953121814495000.png
Drone1	1640953122479	-1.02088	9.64999e-07	23.03	3.13916e-07	0	0	1	img_Drone1_0_0_1640953122612681000.png;img_Drone1_0_7_1640953122613236000.png
Drone1	1640953148523	-0.23787	1.71148e-07	2.87471	3.57976e-07	0.000823403	-1.91444e-09	1	img_Drone1_0_0_1640953149484386000.png;img_Drone1_0_7_1640953149485035000.png
Drone1	1640953149465	-0.40841	3.33978e-07	5.3986	3.55713e-07	-0.00652095	-1.42251e-09	0.999979	img_Drone1_0_0_1640953150461330000.png;img_Drone1_0_7_1640953150461980000.png
Drone1	1640953150512	-0.403354	4.53884e-07	4.10986	3.53036e-07	-0.00260222	1.02716e-08	0.999997	img_Drone1_0_0_1640953151524541000.png;img_Drone1_0_7_1640953151525187000.png
Drone1	1640953151691	-0.326065	3.72753e-07	2.84095	3.50521e-07	-0.00122592	2.25676e-09	0.999999	img_Drone1_0_0_1640953152750402000.png;img_Drone1_0_7_1640953152751027000.png
Drone1	1640953152627	-0.248671	2.69343e-07	1.88496	3.46052e-07	0.00328313	6.63876e-10	0.999995	img_Drone1_0_0_1640953153705935000.png;img_Drone1_0_7_1640953153706620000.png
