VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1641051365485	-0.0740045	5.29282e-08	0.463055	3.57509e-07	0.0212695	-7.53198e-09	0.999774	img_Drone1_0_0_1641051365605703000.png;img_Drone1_0_7_1641051365605828000.png
Drone1	1641051365848	-0.10662	7.62939e-08	1.11733	3.13916e-07	0	0	1	img_Drone1_0_0_1641051365968302000.png;img_Drone1_0_7_1641051365968949000.png
Drone1	1641051366313	-0.10662	7.62939e-08	1.11733	3.13916e-07	0	0	1	img_Drone1_0_0_1641051366434554000.png;img_Drone1_0_7_1641051366435169000.png
Drone1	1641051390898	-0.451329	3.12643e-07	-0.311581	3.55242e-07	-0.0663421	4.17213e-08	0.997797	img_Drone1_0_0_1641051391337818000.png;img_Drone1_0_7_1641051391338400000.png
Drone1	1641051391369	-0.59685	3.34411e-07	-0.375081	3.55485e-07	-0.0267911	1.80381e-08	0.999641	img_Drone1_0_0_1641051391856598000.png;img_Drone1_0_7_1641051391857173000.png
Drone1	1641051392137	-0.564219	1.23931e-07	-1.03257	3.50405e-07	0.00318388	-2.26648e-08	0.999995	img_Drone1_0_0_1641051392723847000.png;img_Drone1_0_7_1641051392724457000.png
Drone1	1641051392458	-0.554713	9.51989e-08	-1.33881	3.47629e-07	0.00319768	-3.36237e-08	0.999995	img_Drone1_0_0_1641051393047436000.png;img_Drone1_0_7_1641051393048050000.png
Drone1	1641051392920	-0.551958	1.82428e-07	-1.78533	3.43399e-07	0.00220332	-4.35215e-08	0.999998	img_Drone1_0_0_1641051393570348000.png;img_Drone1_0_7_1641051393570981000.png
Drone1	1641051393703	-0.565523	5.86494e-07	-2.55124	3.32881e-07	0.000152967	3.4511e-08	1	img_Drone1_0_0_1641051394389531000.png;img_Drone1_0_7_1641051394390127000.png
Drone1	1641051394084	-0.574343	6.84537e-07	-2.92635	3.27796e-07	-0.000534915	3.85404e-08	1	img_Drone1_0_0_1641051394809293000.png;img_Drone1_0_7_1641051394810070000.png
Drone1	1641051394627	-0.584133	6.58898e-07	-3.4624	3.20789e-07	-0.000976957	1.68725e-08	1	img_Drone1_0_0_1641051395371930000.png;img_Drone1_0_7_1641051395372685000.png
Drone1	1641051395263	-0.588772	5.01165e-07	-4.09141	3.14841e-07	-0.000805991	-1.59008e-09	1	img_Drone1_0_0_1641051396013336000.png;img_Drone1_0_7_1641051396014000000.png
Drone1	1641051395833	-0.58757	3.66647e-07	-4.59513	3.07569e-07	-9.61959e-05	-1.79093e-08	1	img_Drone1_0_0_1641051396588073000.png;img_Drone1_0_7_1641051396588672000.png
Drone1	1641051396335	-0.702499	0.118611	-4.32057	0.159316	0.177003	-0.12149	0.963602	img_Drone1_0_0_1641051397097567000.png;img_Drone1_0_7_1641051397098239000.png
Drone1	1641051396797	-1.3758	0.780831	-3.84763	0.469946	0.133766	-0.0404382	0.871563	img_Drone1_0_0_1641051397571310000.png;img_Drone1_0_7_1641051397571991000.png
Drone1	1641051397346	-2.66693	2.05594	-3.02617	0.431871	0.0673231	-0.0256632	0.899053	img_Drone1_0_0_1641051398129945000.png;img_Drone1_0_7_1641051398135364000.png
Drone1	1641051397832	-4.08039	3.46695	-2.527	0.339987	0.0348307	-0.0172891	0.939626	img_Drone1_0_0_1641051398642945000.png;img_Drone1_0_7_1641051398643556000.png
Drone1	1641051398252	-5.39636	4.78748	-2.09452	0.383568	0.0210787	-0.00899983	0.923228	img_Drone1_0_0_1641051399084636000.png;img_Drone1_0_7_1641051399085254000.png
Drone1	1641051398753	-7.01991	6.41842	-1.52709	0.394394	0.0124453	-0.00513227	0.918843	img_Drone1_0_0_1641051399632716000.png;img_Drone1_0_7_1641051399633465000.png
Drone1	1641051399272	-8.73132	8.13778	-0.906171	0.378777	0.00832759	-0.00358458	0.925444	img_Drone1_0_0_1641051400190736000.png;img_Drone1_0_7_1641051400191374000.png
Drone1	1641051399779	-10.4155	9.83048	-0.28039	0.383952	0.00661619	-0.00272864	0.923325	img_Drone1_0_0_1641051400714875000.png;img_Drone1_0_7_1641051400715459000.png
Drone1	1641051400466	-12.7053	12.1317	0.585762	0.383989	0.0056792	-0.00231587	0.923317	img_Drone1_0_0_1641051401432387000.png;img_Drone1_0_7_1641051401432993000.png
