VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1641073819956	0	0	0.622125	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073820058745000.png;img_Drone1_3_7_1641073820058887000.png
Drone1	1641073820328	0	0	2.42742	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073820429521000.png;img_Drone1_3_7_1641073820430800000.png
Drone1	1641073820913	0	0	6.6352	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073821024283000.png;img_Drone1_3_7_1641073821024974000.png
Drone1	1641073821312	0	0	10.0091	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073821431484000.png;img_Drone1_3_7_1641073821432199000.png
Drone1	1641073821852	0	0	14.8472	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073821970643000.png;img_Drone1_3_7_1641073821971531000.png
Drone1	1641073822371	0	0	16.303	3.13916e-07	0	0	1	img_Drone1_3_0_1641073822492013000.png;img_Drone1_3_7_1641073822492575000.png
Drone1	1641073822800	0	0	16.303	3.13916e-07	0	0	1	img_Drone1_3_0_1641073822920988000.png;img_Drone1_3_7_1641073822921572000.png
Drone1	1641073829436	0	0	-0.330777	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073829666806000.png;img_Drone1_3_7_1641073829667493000.png
Drone1	1641073829880	0	0	-0.510245	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073830117812000.png;img_Drone1_3_7_1641073830118992000.png
Drone1	1641073830468	0	0	-0.770136	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073830709623000.png;img_Drone1_3_7_1641073830710316000.png
Drone1	1641073830996	0	0	-1.01562	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073831248994000.png;img_Drone1_3_7_1641073831249691000.png
Drone1	1641073831578	0	0	-1.29326	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073831848923000.png;img_Drone1_3_7_1641073831849602000.png
Drone1	1641073832091	0	0	-1.54132	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073832365708000.png;img_Drone1_3_7_1641073832366410000.png
Drone1	1641073832487	0	0	-1.68842	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073832765362000.png;img_Drone1_3_7_1641073832766667000.png
Drone1	1641073832841	0	0	-1.64167	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073833127389000.png;img_Drone1_3_7_1641073833128073000.png
Drone1	1641073833351	0	0	-1.60111	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073833642441000.png;img_Drone1_3_7_1641073833643150000.png
Drone1	1641073834095	0	0	-1.9086	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073834394187000.png;img_Drone1_3_7_1641073834394942000.png
Drone1	1641073834476	0	0	-2.26082	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073834779190000.png;img_Drone1_3_7_1641073834779856000.png
Drone1	1641073834992	0	0	-2.75139	3.57628e-07	-0	0	1	img_Drone1_3_0_1641073835329578000.png;img_Drone1_3_7_1641073835330266000.png
