VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1641051557646	-0.0798143	5.70823e-08	0.569012	3.57531e-07	0.0176351	-6.22721e-09	0.999844	img_Drone1_0_0_1641051557727559000.png;img_Drone1_0_7_1641051557727680000.png
Drone1	1641051557973	-0.153608	1.09811e-07	2.23843	3.57544e-07	0.00182256	-5.11055e-10	0.999998	img_Drone1_0_0_1641051558052460000.png;img_Drone1_0_7_1641051558053120000.png
Drone1	1641051558432	-0.260528	1.8594e-07	5.47296	3.57414e-07	7.53632e-05	2.00032e-10	1	img_Drone1_0_0_1641051558512154000.png;img_Drone1_0_7_1641051558512796000.png
Drone1	1641051558969	-0.38605	2.74414e-07	9.96842	3.57318e-07	1.81195e-06	3.27371e-10	1	img_Drone1_0_0_1641051559054533000.png;img_Drone1_0_7_1641051559055200000.png
Drone1	1641051559434	-0.494699	3.49687e-07	14.1334	3.57236e-07	9.44264e-08	4.15488e-10	1	img_Drone1_0_0_1641051559526873000.png;img_Drone1_0_7_1641051559527532000.png
Drone1	1641051559926	-0.584484	4.10676e-07	17.657	3.13916e-07	0	0	1	img_Drone1_0_0_1641051560022020000.png;img_Drone1_0_7_1641051560022673000.png
Drone1	1641051560439	-0.584484	4.10676e-07	17.657	3.13916e-07	0	0	1	img_Drone1_0_0_1641051560531354000.png;img_Drone1_0_7_1641051560531984000.png
Drone1	1641051569481	-0.0778701	5.56922e-08	0.533095	3.57525e-07	0.0187718	-6.63538e-09	0.999824	img_Drone1_0_0_1641051569707773000.png;img_Drone1_0_7_1641051569708472000.png
Drone1	1641051569994	-0.1947	1.39122e-07	3.38811	3.57505e-07	0.000533504	-1.68235e-11	1	img_Drone1_0_0_1641051570221822000.png;img_Drone1_0_7_1641051570222463000.png
Drone1	1641051570603	-0.336965	2.39974e-07	8.15324	3.57348e-07	7.77322e-06	2.85723e-10	1	img_Drone1_0_0_1641051570866660000.png;img_Drone1_0_7_1641051570867320000.png
Drone1	1641051571194	-0.475076	3.36204e-07	13.3708	3.57254e-07	1.15213e-07	3.99674e-10	1	img_Drone1_0_0_1641051571486592000.png;img_Drone1_0_7_1641051571487276000.png
Drone1	1641051571701	-0.593483	4.16678e-07	18.0125	3.57122e-07	1.0199e-07	4.95085e-10	1	img_Drone1_0_0_1641051572007891000.png;img_Drone1_0_7_1641051572008725000.png
Drone1	1641051572235	-0.584483	4.10676e-07	17.657	3.13916e-07	0	0	1	img_Drone1_0_0_1641051572548125000.png;img_Drone1_0_7_1641051572548886000.png
Drone1	1641051572580	-0.584483	4.10676e-07	17.657	3.13916e-07	0	0	1	img_Drone1_0_0_1641051572895235000.png;img_Drone1_0_7_1641051572895838000.png
Drone1	1641051588663	-0.531746	3.75951e-07	-0.481714	3.55335e-07	-0.0575454	2.39269e-08	0.998343	img_Drone1_0_0_1641051590295879000.png;img_Drone1_0_7_1641051590296574000.png
Drone1	1641051589176	-0.879502	6.02633e-07	-0.725286	3.53843e-07	-0.0450179	2.26135e-08	0.998986	img_Drone1_0_0_1641051590836372000.png;img_Drone1_0_7_1641051590836979000.png
Drone1	1641051589818	-1.00152	6.21859e-07	-0.990336	3.4926e-07	-0.0210858	-2.05284e-09	0.999778	img_Drone1_0_0_1641051591491266000.png;img_Drone1_0_7_1641051591491996000.png
Drone1	1641051590403	-0.954447	5.9011e-07	-1.21205	3.43119e-07	-0.0105443	-2.01882e-08	0.999944	img_Drone1_0_0_1641051592077634000.png;img_Drone1_0_7_1641051592078322000.png
Drone1	1641051590811	-0.87527	6.25052e-07	-1.36305	3.3909e-07	-0.00648227	-2.59373e-09	0.999979	img_Drone1_0_0_1641051592483330000.png;img_Drone1_0_7_1641051592483975000.png
Drone1	1641051591246	-0.767272	6.62511e-07	-1.52276	3.34182e-07	-0.00386624	1.67817e-08	0.999993	img_Drone1_0_0_1641051592920088000.png;img_Drone1_0_7_1641051592920712000.png
Drone1	1641051591903	-0.578392	6.16321e-07	-1.76291	3.28802e-07	-0.00178696	1.25696e-08	0.999998	img_Drone1_0_0_1641051593593043000.png;img_Drone1_0_7_1641051593593706000.png
Drone1	1641051592263	-0.46752	5.41502e-07	-1.89428	3.27256e-07	-0.0011747	1.05591e-08	0.999999	img_Drone1_0_0_1641051593960269000.png;img_Drone1_0_7_1641051593960888000.png
Drone1	1641051592740	-0.317319	4.06825e-07	-1.92998	3.26056e-07	0.012004	-2.79057e-09	0.999928	img_Drone1_0_0_1641051594443656000.png;img_Drone1_0_7_1641051594444305000.png
Drone1	1641051593214	-0.213765	2.88333e-07	-1.87192	3.24906e-07	0.0206374	-5.53922e-09	0.999787	img_Drone1_0_0_1641051594920579000.png;img_Drone1_0_7_1641051594921228000.png
Drone1	1641051593823	-0.205435	2.09089e-07	-1.97436	3.27531e-07	-1.73344e-05	1.37198e-09	1	img_Drone1_0_0_1641051595560287000.png;img_Drone1_0_7_1641051595560939000.png
Drone1	1641051594282	-0.224381	1.58396e-07	-2.38643	3.32092e-07	-0.00365454	2.75662e-09	0.999993	img_Drone1_0_0_1641051596031078000.png;img_Drone1_0_7_1641051596031717000.png
Drone1	1641051594966	-0.227281	5.3838e-08	-3.037	3.37136e-07	-0.00206166	2.51352e-09	0.999998	img_Drone1_0_0_1641051596725587000.png;img_Drone1_0_7_1641051596726281000.png
Drone1	1641051595491	-0.215684	-4.69265e-08	-3.54647	3.37796e-07	-0.00044236	2.19417e-09	1	img_Drone1_0_0_1641051597256550000.png;img_Drone1_0_7_1641051597257197000.png
Drone1	1641051596061	-0.200296	-1.70787e-07	-4.10502	3.39504e-07	0.000761858	2.03373e-09	1	img_Drone1_0_0_1641051597837359000.png;img_Drone1_0_7_1641051597852327000.png
Drone1	1641051596577	-0.19005	-2.92969e-07	-4.61333	3.41043e-07	0.0011616	2.11971e-09	0.999999	img_Drone1_0_0_1641051598389945000.png;img_Drone1_0_7_1641051598390588000.png
Drone1	1641051596998	-0.186006	-3.99137e-07	-5.02807	3.4135e-07	0.00105505	2.33549e-09	0.999999	img_Drone1_0_0_1641051598822490000.png;img_Drone1_0_7_1641051598823112000.png
Drone1	1641051597496	-0.185783	-5.34033e-07	-5.52051	3.40766e-07	0.00064894	2.68571e-09	1	img_Drone1_0_0_1641051599338532000.png;img_Drone1_0_7_1641051599339214000.png
Drone1	1641051598168	-0.190062	-7.35536e-07	-6.18568	3.37834e-07	4.57165e-05	3.17391e-09	1	img_Drone1_0_0_1641051600021333000.png;img_Drone1_0_7_1641051600021977000.png
Drone1	1641051598687	-0.194	-9.09928e-07	-6.6997	3.33578e-07	-0.000247071	3.48994e-09	1	img_Drone1_0_0_1641051600565714000.png;img_Drone1_0_7_1641051600566340000.png
Drone1	1641051599029	-0.195986	-1.03502e-06	-7.0385	3.30742e-07	-0.000327925	3.65971e-09	1	img_Drone1_0_0_1641051600943818000.png;img_Drone1_0_7_1641051600944508000.png
Drone1	1641051599707	-0.197738	-9.70685e-07	-7.71026	3.22253e-07	-0.000273755	-7.91629e-08	1	img_Drone1_0_0_1641051601646713000.png;img_Drone1_0_7_1641051601647420000.png
Drone1	1641051600082	-0.197596	-6.21407e-07	-8.08184	3.16349e-07	-0.000177334	-6.90587e-08	1	img_Drone1_0_0_1641051602022881000.png;img_Drone1_0_7_1641051602023533000.png
Drone1	1641051600559	-0.196745	6.27161e-08	-8.55448	3.07652e-07	-4.84271e-05	3.38872e-08	1	img_Drone1_0_0_1641051602526553000.png;img_Drone1_0_7_1641051602534928000.png
Drone1	1641051601201	-0.195317	7.74269e-07	-9.19062	2.95963e-07	6.94206e-05	8.27935e-08	1	img_Drone1_0_0_1641051603186837000.png;img_Drone1_0_7_1641051603187975000.png
Drone1	1641051601789	-0.194433	8.89661e-07	-9.77325	2.87342e-07	9.78843e-05	5.56587e-08	1	img_Drone1_0_0_1641051603778262000.png;img_Drone1_0_7_1641051603778963000.png
Drone1	1641051602503	-0.194198	5.81298e-07	-10.4807	2.73459e-07	6.0787e-05	4.59135e-09	1	img_Drone1_0_0_1641051604586182000.png;img_Drone1_0_7_1641051604587006000.png
Drone1	1641051603082	-0.19447	2.36544e-07	-11.0544	2.61704e-07	1.4879e-05	4.85006e-09	1	img_Drone1_0_0_1641051605185213000.png;img_Drone1_0_7_1641051605185855000.png
Drone1	1641051603376	-0.194665	4.94045e-08	-11.3458	2.55357e-07	-4.21507e-06	4.97995e-09	1	img_Drone1_0_0_1641051605576926000.png;img_Drone1_0_7_1641051605577607000.png
Drone1	1641051604033	-0.195046	-3.99638e-07	-11.9968	2.40754e-07	-2.70835e-05	5.2646e-09	1	img_Drone1_0_0_1641051606301642000.png;img_Drone1_0_7_1641051606302424000.png
Drone1	1641051604573	-0.195202	-8.01719e-07	-12.5318	2.28566e-07	-2.64872e-05	-6.61421e-08	1	img_Drone1_0_0_1641051606905454000.png;img_Drone1_0_7_1641051606906115000.png
Drone1	1641051605137	-0.19521	-9.20354e-07	-13.0907	2.1523e-07	-1.53467e-05	-1.11441e-07	1	img_Drone1_0_0_1641051607517479000.png;img_Drone1_0_7_1641051607518227000.png
Drone1	1641051605491	-0.195161	-6.62038e-07	-13.4414	2.07365e-07	-7.03967e-06	-9.73048e-08	1	img_Drone1_0_0_1641051607929551000.png;img_Drone1_0_7_1641051607930210000.png
Drone1	1641051606205	-0.195026	4.22873e-07	-14.1489	1.91326e-07	5.29017e-06	7.51216e-08	1	img_Drone1_0_0_1641051608653042000.png;img_Drone1_0_7_1641051608659763000.png
Drone1	1641051606697	-0.194955	9.3567e-07	-14.6364	1.77519e-07	8.28021e-06	9.67609e-08	1	img_Drone1_0_0_1641051609158597000.png;img_Drone1_0_7_1641051609159249000.png
Drone1	1641051607066	-0.194927	1.02794e-06	-15.0021	1.68336e-07	7.86134e-06	6.95607e-08	1	img_Drone1_0_0_1641051609546384000.png;img_Drone1_0_7_1641051609547028000.png
Drone1	1641051607609	-0.194921	8.46599e-07	-15.5401	1.56011e-07	4.89421e-06	2.64513e-08	1	img_Drone1_0_0_1641051610192403000.png;img_Drone1_0_7_1641051610193029000.png
Drone1	1641051608119	-0.194942	5.29062e-07	-16.0455	1.42165e-07	1.44775e-06	-1.62643e-09	1	img_Drone1_0_0_1641051610737863000.png;img_Drone1_0_7_1641051610738546000.png
Drone1	1641051608650	-0.194972	2.09801e-07	-16.5718	1.26248e-07	-1.24222e-06	-2.25917e-08	1	img_Drone1_0_0_1641051611293218000.png;img_Drone1_0_7_1641051611293856000.png
Drone1	1641051609070	-0.194992	3.95862e-08	-16.9881	1.12695e-07	-2.27507e-06	-3.91745e-08	1	img_Drone1_0_0_1641051611743884000.png;img_Drone1_0_7_1641051611744503000.png
Drone1	1641051609553	-0.195005	1.44409e-08	-17.4668	9.67849e-08	-2.339e-06	-5.82452e-08	1	img_Drone1_0_0_1641051612244450000.png;img_Drone1_0_7_1641051612251610000.png
Drone1	1641051610174	-0.195007	3.33876e-07	-18.0823	7.56414e-08	-1.36514e-06	1.75855e-08	1	img_Drone1_0_0_1641051612902747000.png;img_Drone1_0_7_1641051612903547000.png
Drone1	1641051610663	-0.195001	5.89118e-07	-18.567	5.78387e-08	-3.96122e-07	4.4931e-08	1	img_Drone1_0_0_1641051613441492000.png;img_Drone1_0_7_1641051613442135000.png
Drone1	1641051611200	-0.194993	6.41099e-07	-19.0993	3.80142e-08	3.73239e-07	3.15303e-08	1	img_Drone1_0_0_1641051613991333000.png;img_Drone1_0_7_1641051613992026000.png
Drone1	1641051611560	-0.194987	5.68596e-07	-19.4561	2.44554e-08	6.21721e-07	1.73164e-08	1	img_Drone1_0_0_1641051614367031000.png;img_Drone1_0_7_1641051614367726000.png
Drone1	1641051612043	-0.194983	4.18543e-07	-19.5843	1.01434e-08	5.68217e-07	-6.50316e-09	1	img_Drone1_0_0_1641051614848936000.png;img_Drone1_0_7_1641051614849610000.png
Drone1	1641051612535	-0.19498	2.99819e-07	-19.5248	-3.33737e-09	5.69019e-07	-2.92015e-08	1	img_Drone1_0_0_1641051615340550000.png;img_Drone1_0_7_1641051615341197000.png
Drone1	1641051613015	-0.19498	3.19234e-07	-19.529	-1.66913e-08	3.34985e-07	-5.1346e-08	1	img_Drone1_0_0_1641051615824105000.png;img_Drone1_0_7_1641051615824751000.png
Drone1	1641051613519	-0.194982	5.51932e-07	-19.5483	-3.16397e-08	5.84094e-08	5.95737e-09	1	img_Drone1_0_0_1641051616337949000.png;img_Drone1_0_7_1641051616338603000.png
Drone1	1641051613993	-0.194984	7.6656e-07	-19.5651	-4.64507e-08	-1.98834e-07	4.5848e-08	1	img_Drone1_0_0_1641051616814517000.png;img_Drone1_0_7_1641051616815169000.png
Drone1	1641051614608	-0.194986	7.81683e-07	-19.5807	-6.76553e-08	-2.23349e-07	2.95676e-08	1	img_Drone1_0_0_1641051617436681000.png;img_Drone1_0_7_1641051617437533000.png
Drone1	1641051615202	-0.0750159	5.34622e-08	-0.394746	3.52213e-07	0.161157	-5.53121e-08	0.986929	img_Drone1_0_0_1641051618087819000.png;img_Drone1_0_7_1641051618088452000.png
Drone1	1641051615727	-0.627315	4.32169e-07	-0.532399	3.55185e-07	-0.0606453	2.31409e-08	0.998159	img_Drone1_0_0_1641051618631998000.png;img_Drone1_0_7_1641051618632692000.png
Drone1	1641051616189	-0.900524	6.06094e-07	-0.74913	3.54371e-07	-0.0423148	6.20458e-09	0.999104	img_Drone1_0_0_1641051619112035000.png;img_Drone1_0_7_1641051619112649000.png
Drone1	1641051616663	-0.996785	6.92028e-07	-0.945666	3.53396e-07	-0.0241133	-1.09521e-08	0.999709	img_Drone1_0_0_1641051619602515000.png;img_Drone1_0_7_1641051619603196000.png
