VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1641262909985	-2.16271e-07	-6.38989e-18	0.681425	1	-1.11514e-16	1.08206e-07	-4.47617e-11	img_Drone1_3_0_1641262910067581000.png;img_Drone1_3_7_1641262910067715000.png
Drone1	1641262910303	-4.81693e-07	-8.10381e-17	2.14178	1	-2.12824e-16	1.32073e-08	-9.54672e-11	img_Drone1_3_0_1641262910392111000.png;img_Drone1_3_7_1641262910392804000.png
Drone1	1641262910837	-9.57907e-07	-8.14443e-16	5.57946	1	-3.77785e-16	-1.81769e-10	-1.08896e-10	img_Drone1_3_0_1641262910935221000.png;img_Drone1_3_7_1641262910935928000.png
Drone1	1641262911305	-1.37495e-06	-2.8183e-15	9.08449	1	-5.21756e-16	-6.03587e-09	-1.08896e-10	img_Drone1_3_0_1641262911406494000.png;img_Drone1_3_7_1641262911407199000.png
Drone1	1641262911803	-1.79177e-06	-7.2368e-15	13.0028	1	-6.74957e-16	-1.22653e-08	-1.08896e-10	img_Drone1_3_0_1641262911904550000.png;img_Drone1_3_7_1641262911905273000.png
Drone1	1641262912296	-2.13623e-06	0	16.3039	1	0	0	-1.08896e-10	img_Drone1_3_0_1641262912398298000.png;img_Drone1_3_7_1641262912399042000.png
Drone1	1641262912839	-2.13623e-06	0	16.3039	1	0	0	-1.08896e-10	img_Drone1_3_0_1641262912941555000.png;img_Drone1_3_7_1641262912942117000.png
Drone1	1641262921854	-1.21783e-06	0	2.44745	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262922096882000.png;img_Drone1_3_7_1641262922097571000.png
Drone1	1641262922403	-8.06179e-06	0	6.3287	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262922646702000.png;img_Drone1_3_7_1641262922647402000.png
Drone1	1641262922865	-2.09917e-05	0	10.0625	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262923111271000.png;img_Drone1_3_7_1641262923111983000.png
Drone1	1641262923411	-4.61688e-05	0	14.6582	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262923657820000.png;img_Drone1_3_7_1641262923658534000.png
Drone1	1641262923843	-5.76782e-05	0	16.3038	1	0	0	0	img_Drone1_3_0_1641262924088815000.png;img_Drone1_3_7_1641262924089437000.png
Drone1	1641262924335	-5.76782e-05	0	16.3038	1	0	0	0	img_Drone1_3_0_1641262924583601000.png;img_Drone1_3_7_1641262924584153000.png
Drone1	1641262934838	-6.47754e-07	0	1.75739	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262935292118000.png;img_Drone1_3_7_1641262935292808000.png
Drone1	1641262935438	-6.73935e-06	0	5.79599	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262935896632000.png;img_Drone1_3_7_1641262935897326000.png
Drone1	1641262935954	-2.04549e-05	0	9.93812	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262936425105000.png;img_Drone1_3_7_1641262936425848000.png
Drone1	1641262936362	-3.79926e-05	0	13.3606	1	-0	1.96695e-06	0	img_Drone1_3_0_1641262936834898000.png;img_Drone1_3_7_1641262936835624000.png
Drone1	1641262936854	-5.76782e-05	0	16.304	1	0	0	0	img_Drone1_3_0_1641262937330174000.png;img_Drone1_3_7_1641262937330901000.png
Drone1	1641262937337	-5.76782e-05	0	16.304	1	0	0	0	img_Drone1_3_0_1641262937816814000.png;img_Drone1_3_7_1641262937817371000.png
Drone1	1641262939392	-4.68596e-07	-7.40668e-17	2.06033	1	-2.08123e-16	1.43665e-08	-9.38528e-11	img_Drone1_3_0_1641262940010281000.png;img_Drone1_3_7_1641262940010992000.png
Drone1	1641262939923	-9.41715e-07	-7.68426e-16	5.45096	1	-3.72247e-16	4.33892e-11	-1.08896e-10	img_Drone1_3_0_1641262940556466000.png;img_Drone1_3_7_1641262940557178000.png
Drone1	1641262940373	-1.3434e-06	-2.60023e-15	8.80655	1	-5.10682e-16	-5.58556e-09	-1.08896e-10	img_Drone1_3_0_1641262941009359000.png;img_Drone1_3_7_1641262941010086000.png
